Object,Close-Approach (CA) Date,CA Distance Nominal (LD | au),CA Distance Minimum (LD | au),V relative (km/s),V infinity (km/s),H (mag),Estimated Diameter
(2018 AE4),2018-Jan-11 10:04Ê±Ê< 00:01,10.57 | 0.02717,10.56 | 0.02715,13.14,13.14,24.7,31 m -   68 m
(2003 UO12),2018-Jan-11 17:54Ê±Ê< 00:01,10.34 | 0.02657,10.34 | 0.02657,10.31,10.30,23.9,44 m -   99 m
(2018 AC12),2018-Jan-12 03:47Ê±Ê< 00:01,13.33 | 0.03426,13.31 | 0.03419,7.80,7.79,25.4,22 m -   49 m
(2018 AZ11),2018-Jan-12 23:55Ê±Ê< 00:01,15.69 | 0.04032,15.64 | 0.04019,9.45,9.44,25.7,19 m -   43 m
(2018 BO5),2018-Jan-13 09:45Ê±ÊÊÊÊ00:13,8.64 | 0.02221,8.55 | 0.02196,12.12,12.11,26.3,15 m -   33 m
(2018 BG5),2018-Jan-14 04:54Ê±Ê< 00:01,11.36 | 0.02919,11.33 | 0.02911,8.09,8.08,24,42 m -   94 m
(2017 YU3),2018-Jan-14 10:52Ê±Ê< 00:01,18.22 | 0.04682,18.19 | 0.04673,13.14,13.13,23.9,44 m -   99 m
(2018 AS2),2018-Jan-14 11:18Ê±Ê< 00:01,1.16 | 0.00299,1.16 | 0.00298,7.68,7.56,28.6,5.1 m -   11 m
(2018 AU2),2018-Jan-14 12:17Ê±Ê< 00:01,2.73 | 0.00701,2.72 | 0.00700,9.28,9.23,27.4,8.8 m -   20 m
(2018 BB),2018-Jan-15 06:30Ê±Ê< 00:01,10.91 | 0.02803,10.86 | 0.02790,8.91,8.90,25,27 m -   59 m
(2018 AA12),2018-Jan-15 07:24Ê±Ê< 00:01,16.50 | 0.04240,16.45 | 0.04226,7.58,7.57,24.8,29 m -   65 m
(2018 AV2),2018-Jan-15 11:44Ê±ÊÊÊÊ00:01,6.66 | 0.01712,6.66 | 0.01712,0.10,NaN,28.7,4.8 m -   11 m
(2018 BW),2018-Jan-15 15:13Ê±ÊÊÊÊ00:01,0.43 | 0.00112,0.43 | 0.00111,6.87,6.51,28.1,6.4 m -   14 m
(2018 AT11),2018-Jan-15 23:07Ê±Ê< 00:01,10.82 | 0.02780,10.78 | 0.02770,6.92,6.91,25,27 m -   59 m
(2018 BW1),2018-Jan-16 06:45Ê±Ê< 00:01,8.67 | 0.02227,8.64 | 0.02221,6.25,6.23,27.1,10 m -   23 m
(2018 BR1),2018-Jan-16 13:22Ê±Ê< 00:01,0.34 | 0.00088,0.34 | 0.00088,8.86,8.51,29.5,3.3 m -  7.5 m
(2018 AM2),2018-Jan-16 15:32Ê±Ê< 00:01,12.14 | 0.03121,12.05 | 0.03096,13.53,13.53,25.9,18 m -   39 m
(2018 BB3),2018-Jan-17 02:38Ê±Ê< 00:01,4.76 | 0.01222,4.74 | 0.01219,21.70,21.69,25.7,19 m -   43 m
(2018 AG4),2018-Jan-17 10:41Ê±Ê< 00:01,1.40 | 0.00360,1.40 | 0.00360,9.21,9.13,26.1,16 m -   36 m
(2018 BA),2018-Jan-17 21:51Ê±Ê< 00:01,17.24 | 0.04430,17.13 | 0.04402,12.88,12.88,25,27 m -   59 m
(2018 BD),2018-Jan-18 15:43Ê±Ê< 00:01,0.10 | 0.00026,0.10 | 0.00026,10.00,8.92,30.1,2.5 m -  5.7 m
(2018 AF1),2018-Jan-18 20:52Ê±Ê< 00:01,12.38 | 0.03181,12.32 | 0.03166,24.55,24.55,23,67 m -  150 m
(2018 BF3),2018-Jan-19 03:00Ê±Ê< 00:01,0.63 | 0.00162,0.63 | 0.00162,13.47,13.34,26,17 m -   38 m
(2018 BF5),2018-Jan-19 12:00Ê±Ê< 00:01,8.76 | 0.02251,8.73 | 0.02244,10.12,10.11,24.2,38 m -   86 m
(2018 BC),2018-Jan-19 20:23Ê±Ê< 00:01,0.73 | 0.00189,0.73 | 0.00189,2.67,2.07,29.4,3.5 m -  7.8 m
(2018 BX),2018-Jan-19 23:00Ê±Ê< 00:01,0.73 | 0.00188,0.73 | 0.00187,5.85,5.60,29.1,4.0 m -  9.0 m
(2018 BQ5),2018-Jan-20 01:42Ê±Ê< 00:01,5.11 | 0.01314,5.07 | 0.01304,9.25,9.23,27.3,9.2 m -   21 m
(2018 BP3),2018-Jan-20 03:29Ê±Ê< 00:01,1.19 | 0.00307,1.19 | 0.00306,7.06,6.93,28.7,4.8 m -   11 m
(2018 BX5),2018-Jan-20 10:10Ê±Ê< 00:01,1.68 | 0.00431,1.67 | 0.00429,8.02,7.94,28.9,4.4 m -  9.9 m
(2018 BH3),2018-Jan-20 10:11Ê±Ê< 00:01,4.14 | 0.01063,4.14 | 0.01063,9.14,9.12,25.4,22 m -   49 m
(2018 BD5),2018-Jan-20 10:39Ê±Ê< 00:01,6.61 | 0.01699,6.60 | 0.01696,8.65,8.63,26,17 m -   38 m
(2018 BL11),2018-Jan-20 19:51Ê±ÊÊÊÊ00:19,0.79 | 0.00203,0.78 | 0.00201,11.46,11.34,28.3,5.8 m -   13 m
(2018 BY5),2018-Jan-20 20:48Ê±Ê< 00:01,6.45 | 0.01656,6.38 | 0.01639,12.75,12.73,26.1,16 m -   36 m
(2018 BF6),2018-Jan-21 22:09Ê±Ê< 00:01,6.64 | 0.01705,6.59 | 0.01694,18.51,18.50,25.6,20 m -   45 m
306383 (1993 VD),2018-Jan-22 18:58Ê±Ê< 00:01,14.32 | 0.03680,14.32 | 0.03680,17.40,17.40,21.5,130 m -  300 m
(2018 BZ5),2018-Jan-22 23:26Ê±Ê< 00:01,6.81 | 0.01750,6.77 | 0.01741,12.27,12.26,26,17 m -   38 m
(2018 AK12),2018-Jan-23 05:07Ê±Ê< 00:01,6.97 | 0.01790,6.77 | 0.01739,22.30,22.30,25.2,24 m -   54 m
(2018 BT1),2018-Jan-23 05:36Ê±Ê< 00:01,15.28 | 0.03926,15.28 | 0.03926,16.73,16.73,22.9,70 m -  160 m
(2018 BM6),2018-Jan-23 06:28Ê±ÊÊÊÊ00:02,10.13 | 0.02603,10.07 | 0.02587,5.18,5.16,26.6,13 m -   28 m
(2018 AV11),2018-Jan-23 10:02Ê±Ê< 00:01,11.08 | 0.02848,11.03 | 0.02833,9.10,9.09,25.1,25 m -   57 m
(2018 AJ),2018-Jan-23 12:25Ê±Ê< 00:01,4.65 | 0.01194,4.65 | 0.01194,5.55,5.51,24.5,33 m -   75 m
(2018 BJ6),2018-Jan-23 21:38Ê±Ê< 00:01,3.07 | 0.00788,3.06 | 0.00786,3.70,3.61,28.5,5.3 m -   12 m
(2018 BN6),2018-Jan-24 09:29Ê±Ê< 00:01,0.94 | 0.00242,0.94 | 0.00242,10.34,10.23,26.8,12 m -   26 m
(2018 BG1),2018-Jan-24 16:01Ê±Ê< 00:01,10.86 | 0.02792,10.83 | 0.02784,7.27,7.26,25.5,21 m -   47 m
(2018 BP1),2018-Jan-24 16:02Ê±Ê< 00:01,19.04 | 0.04893,18.96 | 0.04872,8.13,8.13,24.6,32 m -   71 m
(2018 BA3),2018-Jan-24 21:41Ê±Ê< 00:01,3.01 | 0.00774,3.01 | 0.00774,8.03,7.99,26.3,15 m -   33 m
(2018 BR6),2018-Jan-25 09:54Ê±Ê< 00:01,18.09 | 0.04649,18.04 | 0.04634,7.76,7.76,26.3,15 m -   33 m
(2018 BU6),2018-Jan-26 01:14Ê±Ê< 00:01,4.77 | 0.01227,4.75 | 0.01221,15.79,15.77,24.8,29 m -   65 m
(2018 AL12),2018-Jan-26 02:26Ê±Ê< 00:01,8.12 | 0.02087,8.07 | 0.02073,19.64,19.64,24.8,29 m -   65 m
(2018 BM5),2018-Jan-26 08:17Ê±Ê< 00:01,4.83 | 0.01241,4.83 | 0.01241,9.13,9.11,27.3,9.2 m -   21 m
(2018 CQ3),2018-Jan-26 15:00Ê±Ê< 00:01,14.68 | 0.03773,14.68 | 0.03773,3.30,3.28,25.2,24 m -   54 m
(2018 BT6),2018-Jan-26 21:52Ê±Ê< 00:01,18.23 | 0.04684,18.22 | 0.04683,26.38,26.38,21.3,150 m -  330 m
(2018 BU1),2018-Jan-27 05:00Ê±Ê< 00:01,3.06 | 0.00787,3.05 | 0.00785,11.30,11.27,24.7,31 m -   68 m
(2018 BQ),2018-Jan-27 14:55Ê±Ê< 00:01,9.27 | 0.02382,9.27 | 0.02381,3.36,3.32,25.7,19 m -   43 m
(2018 BS6),2018-Jan-28 08:15Ê±Ê< 00:01,7.22 | 0.01854,7.17 | 0.01842,11.01,11.00,24.9,28 m -   62 m
(2018 BE6),2018-Jan-30 09:03Ê±Ê< 00:01,3.40 | 0.00873,3.39 | 0.00871,17.04,17.02,24.5,33 m -   75 m
(2018 CK),2018-Jan-30 15:33Ê±ÊÊÊÊ00:01,1.77 | 0.00455,1.76 | 0.00453,14.64,14.60,26.4,14 m -   31 m
(2018 BQ6),2018-Jan-30 16:42Ê±Ê< 00:01,3.61 | 0.00927,3.59 | 0.00923,10.17,10.14,27.5,8.4 m -   19 m
(2018 CH),2018-Jan-30 23:45Ê±Ê< 00:01,4.63 | 0.01190,4.61 | 0.01184,10.38,10.36,26.4,14 m -   31 m
(2018 AQ2),2018-Feb-02 06:54Ê±Ê< 00:01,13.39 | 0.03441,13.37 | 0.03436,17.36,17.35,22.1,100 m -  230 m
(2002 CB19),2018-Feb-03 01:22Ê±Ê< 00:01,10.02 | 0.02575,10.02 | 0.02575,15.67,15.67,25,27 m -   59 m
(2018 CT),2018-Feb-03 10:27Ê±Ê< 00:01,1.69 | 0.00434,1.69 | 0.00434,19.05,19.02,25.8,18 m -   41 m
(2018 BN5),2018-Feb-03 14:45Ê±ÊÊÊÊ00:02,15.83 | 0.04068,15.68 | 0.04029,9.40,9.39,25.9,18 m -   39 m
(2018 BG3),2018-Feb-03 22:23Ê±Ê< 00:01,11.90 | 0.03057,11.84 | 0.03042,14.16,14.15,23.9,44 m -   99 m
(2018 CA1),2018-Feb-04 09:45Ê±Ê< 00:01,7.83 | 0.02011,7.80 | 0.02004,15.01,15.00,25.2,24 m -   54 m
(2018 AH12),2018-Feb-04 13:47Ê±Ê< 00:01,5.31 | 0.01365,5.30 | 0.01363,5.03,4.99,26.9,11 m -   25 m
(2018 CS1),2018-Feb-04 14:50Ê±Ê< 00:01,0.90 | 0.00230,0.89 | 0.00229,8.79,8.65,28.2,6.1 m -   14 m
(2018 CV2),2018-Feb-04 21:17Ê±Ê< 00:01,16.31 | 0.04192,16.14 | 0.04146,16.68,16.68,25.5,21 m -   47 m
276033 (2002 AJ129),2018-Feb-04 21:31Ê±Ê< 00:01,10.95 | 0.02813,10.95 | 0.02813,34.04,34.04,18.7,480 m -  1.1 km
(2018 BP6),2018-Feb-05 10:02Ê±Ê< 00:01,3.66 | 0.00940,3.65 | 0.00939,13.75,13.72,24.5,33 m -   75 m
(2018 CJ2),2018-Feb-05 21:39Ê±Ê< 00:01,7.82 | 0.02009,7.80 | 0.02004,15.47,15.46,25,27 m -   59 m
(2018 CL),2018-Feb-06 05:09Ê±Ê< 00:01,2.34 | 0.00602,2.34 | 0.00601,8.56,8.51,25.5,21 m -   47 m
(2018 CM),2018-Feb-06 17:19Ê±Ê< 00:01,2.14 | 0.00549,2.13 | 0.00547,9.60,9.55,27.8,7.3 m -   16 m
(2018 CF2),2018-Feb-06 19:16Ê±Ê< 00:01,0.25 | 0.00065,0.25 | 0.00065,13.54,13.23,28,6.7 m -   15 m
(2018 CC),2018-Feb-06 20:12Ê±Ê< 00:01,0.49 | 0.00126,0.49 | 0.00126,10.64,10.44,26.6,13 m -   28 m
(2018 CC3),2018-Feb-07 01:45Ê±Ê< 00:01,7.04 | 0.01810,7.00 | 0.01799,11.46,11.44,26.7,12 m -   27 m
(2018 CN),2018-Feb-07 04:35Ê±Ê< 00:01,1.27 | 0.00327,1.27 | 0.00327,19.86,19.82,26.4,14 m -   31 m
(2018 CN2),2018-Feb-09 07:26Ê±Ê< 00:01,0.18 | 0.00047,0.18 | 0.00047,20.16,19.88,27.8,7.3 m -   16 m
(2018 BL1),2018-Feb-09 12:20Ê±Ê< 00:01,16.44 | 0.04224,16.43 | 0.04221,20.28,20.27,23.3,58 m -  130 m
(2018 DO3),2018-Feb-09 18:52Ê±Ê2_06:19,4.41 | 0.01134,1.81 | 0.00464,14.71,14.70,29.2,3.8 m -  8.5 m
511684 (2015 BN509),2018-Feb-09 19:59Ê±Ê< 00:01,12.84 | 0.03298,12.84 | 0.03298,17.72,17.71,20.7,190 m -  430 m
(2018 CB),2018-Feb-09 22:29Ê±Ê< 00:01,0.18 | 0.00047,0.18 | 0.00047,7.27,6.44,25.9,18 m -   39 m
(2018 DJ1),2018-Feb-11 04:00Ê±ÊÊÊÊ00:02,9.79 | 0.02515,9.73 | 0.02501,19.44,19.43,23.6,51 m -  110 m
(2018 CB2),2018-Feb-11 12:25Ê±Ê< 00:01,6.50 | 0.01669,6.47 | 0.01663,15.51,15.50,25,27 m -   59 m
(1991 VG),2018-Feb-11 20:54Ê±Ê< 00:01,18.33 | 0.04711,18.33 | 0.04711,2.05,2.02,28.3,5.8 m -   13 m
(2018 CX),2018-Feb-11 21:04Ê±Ê< 00:01,5.65 | 0.01451,5.64 | 0.01450,11.02,11.01,25.2,24 m -   54 m
(2014 WQ202),2018-Feb-11 23:12Ê±ÊÊÊÊ02:08,15.05 | 0.03867,11.28 | 0.02898,19.75,19.75,23.8,46 m -  100 m
(2018 CE3),2018-Feb-12 00:15Ê±ÊÊÊÊ00:02,10.65 | 0.02737,10.53 | 0.02706,7.21,7.20,27.5,8.4 m -   19 m
(2018 CH2),2018-Feb-12 17:50Ê±Ê< 00:01,2.05 | 0.00526,2.04 | 0.00525,9.06,9.01,28,6.7 m -   15 m
(2018 CL2),2018-Feb-13 09:37Ê±Ê< 00:01,16.26 | 0.04178,15.96 | 0.04101,13.94,13.93,25.8,18 m -   41 m
(2018 CW2),2018-Feb-13 17:40Ê±ÊÊÊÊ00:01,18.58 | 0.04774,18.42 | 0.04733,9.38,9.38,25.5,21 m -   47 m
(2018 CA2),2018-Feb-13 20:28Ê±Ê< 00:01,10.41 | 0.02676,10.37 | 0.02665,7.41,7.39,26.1,16 m -   36 m
(2018 CR3),2018-Feb-13 23:36Ê±Ê< 00:01,6.75 | 0.01735,6.73 | 0.01729,20.53,20.52,25.6,20 m -   45 m
(2018 CT3),2018-Feb-14 09:14Ê±Ê< 00:01,14.54 | 0.03737,14.45 | 0.03713,14.80,14.79,22.9,70 m -  160 m
(2018 CF3),2018-Feb-14 10:37Ê±Ê< 00:01,11.03 | 0.02834,10.93 | 0.02808,8.72,8.71,26.6,13 m -   28 m
(2018 CS2),2018-Feb-14 13:07Ê±Ê< 00:01,14.67 | 0.03769,14.63 | 0.03760,5.73,5.71,25.5,21 m -   47 m
(2018 CY2),2018-Feb-14 14:45Ê±Ê< 00:01,18.63 | 0.04787,18.57 | 0.04772,14.97,14.97,22.3,92 m -  210 m
(2018 CU2),2018-Feb-15 04:17Ê±Ê< 00:01,2.23 | 0.00574,2.23 | 0.00572,8.86,8.81,27.9,7.0 m -   16 m
(2018 CB1),2018-Feb-15 04:29Ê±Ê< 00:01,9.63 | 0.02475,9.59 | 0.02463,11.40,11.39,25.5,21 m -   47 m
(2018 DN),2018-Feb-15 05:37Ê±ÊÊÊÊ00:05,6.36 | 0.01634,6.27 | 0.01612,10.19,10.18,26.9,11 m -   25 m
(2018 CC1),2018-Feb-15 11:33Ê±Ê< 00:01,14.08 | 0.03619,14.02 | 0.03602,15.38,15.38,23.5,53 m -  120 m
(2018 CD3),2018-Feb-15 20:03Ê±Ê< 00:01,0.92 | 0.00237,0.92 | 0.00237,7.59,7.44,28.6,5.1 m -   11 m
(2018 DM1),2018-Feb-16 15:24Ê±Ê< 00:01,12.94 | 0.03324,12.82 | 0.03294,15.30,15.29,25,27 m -   59 m
(2018 CX2),2018-Feb-16 15:54Ê±Ê< 00:01,17.20 | 0.04420,16.98 | 0.04364,13.87,13.87,25.5,21 m -   47 m
(2018 DS),2018-Feb-17 00:27Ê±Ê< 00:01,11.02 | 0.02831,10.98 | 0.02821,7.89,7.88,25.1,25 m -   57 m
(2018 DF1),2018-Feb-17 14:33Ê±Ê< 00:01,7.52 | 0.01932,7.47 | 0.01920,18.50,18.50,25.3,23 m -   52 m
(2018 DD2),2018-Feb-17 20:48Ê±ÊÊÊÊ00:04,5.23 | 0.01343,5.18 | 0.01332,7.02,6.99,27.4,8.8 m -   20 m
(2018 CP2),2018-Feb-19 18:34Ê±Ê< 00:01,6.08 | 0.01563,6.07 | 0.01560,11.27,11.25,24.3,37 m -   82 m
(2018 CJ),2018-Feb-20 07:26Ê±Ê< 00:01,9.26 | 0.02379,9.25 | 0.02378,15.33,15.32,23.5,53 m -  120 m
(2018 DC2),2018-Feb-20 20:11Ê±Ê< 00:01,6.29 | 0.01615,6.26 | 0.01608,8.83,8.81,26.8,12 m -   26 m
(2018 DB),2018-Feb-20 20:52Ê±Ê< 00:01,2.25 | 0.00577,2.23 | 0.00572,16.17,16.14,27.6,8.0 m -   18 m
(2018 DQ),2018-Feb-21 12:16Ê±ÊÊÊÊ00:02,0.26 | 0.00067,0.26 | 0.00067,21.06,20.87,29.1,4.0 m -  9.0 m
(2018 CU13),2018-Feb-21 14:39Ê±Ê< 00:01,11.76 | 0.03021,11.60 | 0.02981,10.73,10.73,26.2,15 m -   34 m
(2016 CO246),2018-Feb-22 04:45Ê±Ê< 00:01,15.21 | 0.03910,15.21 | 0.03909,5.38,5.37,25.9,18 m -   39 m
(2017 DR109),2018-Feb-24 05:18Ê±ÊÊÊÊ00:30,3.69 | 0.00947,3.09 | 0.00793,7.37,7.33,27.6,8.0 m -   18 m
(2018 DN4),2018-Feb-24 15:17Ê±ÊÊÊÊ01:34,0.55 | 0.00141,0.02 | 4.53e-5,18.12,18.01,28.4,5.5 m -   12 m
(2018 CE14),2018-Feb-24 15:51Ê±Ê< 00:01,5.18 | 0.01330,5.15 | 0.01324,10.20,10.18,25.7,19 m -   43 m
(2018 FZ2),2018-Feb-24 20:47Ê±Ê< 00:01,17.58 | 0.04516,17.52 | 0.04502,8.93,8.92,24.3,37 m -   82 m
(2018 DR),2018-Feb-25 02:25Ê±Ê< 00:01,2.29 | 0.00590,2.29 | 0.00589,7.02,6.95,27.3,9.2 m -   21 m
(2018 DB1),2018-Feb-25 12:06Ê±Ê< 00:01,10.21 | 0.02624,10.18 | 0.02615,5.75,5.73,26,17 m -   38 m
(2018 DU),2018-Feb-25 18:22Ê±Ê< 00:01,0.74 | 0.00190,0.74 | 0.00190,4.60,4.28,28.3,5.8 m -   13 m
(2018 FV),2018-Feb-26 21:43Ê±Ê< 00:01,18.85 | 0.04842,18.84 | 0.04840,5.18,5.17,24.7,31 m -   68 m
(2016 FU12),2018-Feb-26 21:53Ê±ÊÊÊÊ01:48,13.15 | 0.03380,13.08 | 0.03360,4.51,4.49,26.9,11 m -   25 m
(2018 DA),2018-Feb-26 23:34Ê±Ê< 00:01,10.97 | 0.02820,10.91 | 0.02803,12.84,12.84,24,42 m -   94 m
(2014 EY24),2018-Feb-27 03:02Ê±Ê< 00:01,14.74 | 0.03786,14.74 | 0.03786,8.02,8.01,24.1,40 m -   90 m
(2018 DT),2018-Feb-27 04:05Ê±Ê< 00:01,4.18 | 0.01075,4.18 | 0.01074,2.63,2.54,27.1,10 m -   23 m
(2018 CU14),2018-Feb-27 10:57Ê±Ê< 00:01,5.44 | 0.01398,5.42 | 0.01393,4.40,4.36,27.6,8.0 m -   18 m
(2015 BF511),2018-Feb-28 19:40Ê±Ê1_02:13,11.69 | 0.03003,7.51 | 0.01930,5.75,5.73,24.8,29 m -   65 m
(2018 DW1),2018-Mar-01 00:14Ê±Ê< 00:01,3.87 | 0.00993,3.85 | 0.00988,12.17,12.14,26.8,12 m -   26 m
(2018 DE1),2018-Mar-01 07:24Ê±Ê< 00:01,15.29 | 0.03928,15.19 | 0.03904,6.56,6.55,25.5,21 m -   47 m
(2018 EB1),2018-Mar-01 19:07Ê±ÊÊÊÊ00:01,18.85 | 0.04844,18.74 | 0.04814,19.74,19.74,24.8,29 m -   65 m
(2018 DV1),2018-Mar-02 05:54Ê±ÊÊÊÊ00:02,0.29 | 0.00075,0.29 | 0.00075,6.56,6.00,28.4,5.6 m -   12 m
(2018 DU1),2018-Mar-02 11:38Ê±Ê< 00:01,5.10 | 0.01310,5.08 | 0.01304,6.30,6.27,27.7,7.7 m -   17 m
(2018 DS1),2018-Mar-03 05:27Ê±Ê< 00:01,16.30 | 0.04188,16.06 | 0.04127,16.26,16.25,24.9,28 m -   62 m
(2018 ET3),2018-Mar-03 08:21Ê±Ê< 00:01,8.76 | 0.02251,8.72 | 0.02241,5.44,5.41,26.6,13 m -   28 m
(2018 EL4),2018-Mar-03 12:16Ê±Ê< 00:01,10.63 | 0.02732,10.63 | 0.02730,6.36,6.34,25.4,22 m -   49 m
(2018 ED1),2018-Mar-03 12:21Ê±Ê< 00:01,3.26 | 0.00836,3.24 | 0.00832,11.82,11.80,25.8,18 m -   41 m
(2018 DC),2018-Mar-03 16:58Ê±Ê< 00:01,9.27 | 0.02381,9.21 | 0.02368,8.23,8.22,24.7,31 m -   68 m
(2018 DZ3),2018-Mar-03 21:30Ê±Ê< 00:01,10.51 | 0.02701,10.42 | 0.02678,9.71,9.70,26.4,14 m -   31 m
(2018 EE1),2018-Mar-04 00:20Ê±Ê< 00:01,4.80 | 0.01234,4.78 | 0.01229,16.88,16.86,24.8,29 m -   65 m
(2018 EZ9),2018-Mar-04 05:22Ê±ÊÊÊÊ22:55,19.32 | 0.04965,18.61 | 0.04783,6.54,6.53,27,10 m -   23 m
(2018 EX1),2018-Mar-04 09:54Ê±Ê< 00:01,8.10 | 0.02082,8.03 | 0.02065,9.37,9.36,26,17 m -   38 m
(2018 DC4),2018-Mar-04 19:13Ê±Ê< 00:01,3.32 | 0.00852,3.31 | 0.00849,3.94,3.86,27.3,9.2 m -   21 m
(2018 EA10),2018-Mar-04 22:19Ê±ÊÊÊÊ00:02,7.79 | 0.02001,7.72 | 0.01985,9.13,9.12,27.4,8.8 m -   20 m
(2018 EW1),2018-Mar-05 17:33Ê±Ê< 00:01,6.04 | 0.01552,6.03 | 0.01550,7.73,7.70,26.3,15 m -   33 m
(2018 EV3),2018-Mar-06 01:44Ê±Ê< 00:01,2.02 | 0.00520,2.02 | 0.00518,12.70,12.66,27.1,10 m -   23 m
(2018 FM2),2018-Mar-06 18:13Ê±Ê< 00:01,15.28 | 0.03927,15.27 | 0.03923,2.25,2.22,26.6,13 m -   28 m
(2003 EM1),2018-Mar-07 03:19Ê±ÊÊÊÊ00:11,16.57 | 0.04258,15.62 | 0.04015,7.98,7.97,24.5,33 m -   75 m
(2017 VR12),2018-Mar-07 07:53Ê±Ê< 00:01,3.76 | 0.00966,3.76 | 0.00966,6.30,6.26,20.6,200 m -  450 m
(2018 EE9),2018-Mar-07 15:05Ê±Ê< 00:01,3.07 | 0.00788,2.97 | 0.00763,15.99,15.97,26.1,16 m -   36 m
(2018 ES1),2018-Mar-07 19:36Ê±Ê< 00:01,2.87 | 0.00738,2.86 | 0.00736,13.73,13.71,26.8,12 m -   26 m
(2018 BK7),2018-Mar-09 04:34Ê±Ê< 00:01,10.12 | 0.02600,10.12 | 0.02600,8.70,8.69,23.4,56 m -  120 m
(2018 EF4),2018-Mar-09 06:29Ê±Ê< 00:01,4.96 | 0.01274,4.95 | 0.01273,5.66,5.62,26.3,15 m -   33 m
(2018 FY2),2018-Mar-09 23:28Ê±ÊÊÊÊ00:18,11.22 | 0.02882,10.66 | 0.02740,21.03,21.03,25.4,22 m -   49 m
(2018 FU2),2018-Mar-10 05:41Ê±ÊÊÊÊ00:03,10.37 | 0.02665,10.06 | 0.02586,11.88,11.87,26.7,12 m -   27 m
(2015 DK200),2018-Mar-10 06:46Ê±Ê< 00:01,7.02 | 0.01804,7.02 | 0.01804,8.02,8.00,25.6,20 m -   45 m
(2018 DY3),2018-Mar-11 02:36Ê±Ê< 00:01,5.26 | 0.01352,5.25 | 0.01349,8.00,7.98,25.7,19 m -   43 m
(2018 FM3),2018-Mar-11 23:26Ê±Ê< 00:01,8.78 | 0.02255,8.76 | 0.02250,3.17,3.13,27.2,9.7 m -   22 m
(2018 EF1),2018-Mar-12 04:21Ê±Ê< 00:01,11.47 | 0.02946,11.39 | 0.02927,8.76,8.75,24.2,38 m -   86 m
(2018 FW),2018-Mar-12 07:31Ê±Ê< 00:01,6.51 | 0.01674,6.50 | 0.01669,8.92,8.91,25,27 m -   59 m
(2018 EX),2018-Mar-12 10:04Ê±Ê< 00:01,12.43 | 0.03195,12.42 | 0.03192,2.89,2.86,27,11 m -   24 m
(2018 FC2),2018-Mar-12 14:43Ê±Ê< 00:01,14.77 | 0.03796,14.72 | 0.03782,11.26,11.25,24.7,31 m -   68 m
(2018 FL4),2018-Mar-12 20:22Ê±Ê< 00:01,11.99 | 0.03080,11.97 | 0.03077,10.01,10.01,23.9,44 m -   99 m
(2018 EZ2),2018-Mar-14 02:41Ê±Ê< 00:01,0.56 | 0.00144,0.56 | 0.00144,9.47,9.28,26.6,13 m -   28 m
(2018 EU1),2018-Mar-14 08:18Ê±Ê< 00:01,13.47 | 0.03460,13.40 | 0.03444,11.77,11.77,26.7,12 m -   27 m
(2018 FA4),2018-Mar-14 11:03Ê±Ê< 00:01,13.11 | 0.03368,13.10 | 0.03367,13.37,13.36,25.4,22 m -   49 m
(2018 EU2),2018-Mar-14 13:45Ê±Ê< 00:01,10.07 | 0.02588,10.02 | 0.02574,11.28,11.27,26.4,14 m -   31 m
(2018 FT),2018-Mar-14 15:37Ê±Ê< 00:01,7.44 | 0.01912,7.40 | 0.01903,17.14,17.14,25.5,21 m -   47 m
(2018 FH1),2018-Mar-15 06:28Ê±Ê< 00:01,3.38 | 0.00869,3.38 | 0.00869,4.91,4.85,26.6,13 m -   28 m
(2018 EH),2018-Mar-15 07:02Ê±Ê< 00:01,9.19 | 0.02361,9.16 | 0.02354,10.95,10.94,24.4,35 m -   78 m
(2018 EB4),2018-Mar-16 06:00Ê±Ê< 00:01,1.45 | 0.00373,1.45 | 0.00373,12.95,12.89,25.4,22 m -   49 m
(2018 FD2),2018-Mar-17 06:37Ê±Ê< 00:01,2.36 | 0.00606,2.34 | 0.00601,13.99,13.96,26.8,12 m -   26 m
(2018 FN3),2018-Mar-17 23:08Ê±Ê< 00:01,7.38 | 0.01897,7.37 | 0.01894,6.68,6.66,25.7,19 m -   43 m
(2018 FL29),2018-Mar-17 23:18Ê±ÊÊÊÊ00:07,0.58 | 0.00148,0.57 | 0.00146,12.04,11.89,30.1,2.6 m -  5.7 m
(2018 ET1),2018-Mar-18 06:32Ê±Ê< 00:01,4.37 | 0.01124,4.36 | 0.01119,6.04,6.00,26.4,14 m -   31 m
(2018 FE3),2018-Mar-18 07:12Ê±Ê< 00:01,0.38 | 0.00098,0.38 | 0.00098,6.44,6.00,27.2,9.7 m -   22 m
(2018 FY3),2018-Mar-18 08:12Ê±Ê< 00:01,12.73 | 0.03272,12.64 | 0.03248,7.88,7.87,26.2,15 m -   34 m
(2018 FQ4),2018-Mar-18 13:00Ê±Ê< 00:01,2.38 | 0.00611,2.38 | 0.00611,9.26,9.21,27,11 m -   24 m
(2018 FE),2018-Mar-18 13:50Ê±Ê< 00:01,3.93 | 0.01010,3.92 | 0.01007,12.13,12.11,28.2,6.1 m -   14 m
(2018 EC1),2018-Mar-18 22:20Ê±Ê< 00:01,12.56 | 0.03227,12.52 | 0.03216,8.71,8.71,26.2,15 m -   34 m
